text	dimension	label_text	label	paradigmatic
 reflektierten das milde Barlicht.	None	None	0	0
"«
Der große Sassen presste seinen Rücken tiefer in die Lehne des Sessels."	None	None	0	0
Die Rinnsale, die unentwegt aus der Quelle über dem Ohr rieselten, stauten sich zwischen seinen Schulterblättern und färbten dunkle Seen auf den nachtblauen Anzug.	None	None	0	0
Ein feines Frösteln ergriff ihn.	None	None	0	0
Das Stadium, wo er noch Worte mit Sinn verbinden konnte, hatte Sassen hinter sich gelassen.	None	None	0	0
Die Stimme der Bildhauerin plätscherte über ihn hinweg.	None	None	0	0
»Ich spüre die Impulse, die mein Material aussendet.	None	None	0	0
Es wird erst dann ruhig, wenn es seine endgültige Gestalt gefunden hat.	None	None	0	0
Jedes Ding hat eine ideale Form.	None	None	0	0
"In diesem Augenblick weiß ich: Mein Werk ist vollendet.«
Nona beendete ihre Rede mit einem knappen Lächeln und lehnte sich zurück, die Hände im Schoß gefaltet."	None	None	0	0
Sassens weiße, fleischige Finger hatten sich vom Körper losgemacht.	None	None	0	0
"Wie ein Quintett Nacktschnecken
krochen sie über das lederne Armpolster des Sessels, feucht glänzende Spuren hinter sich lassend."	None	None	0	0
»Nona, Sie sind eine außergewöhnliche Frau.« Sein Atem ging flach.	None	None	0	0
Nona schickte abermals ein kurzes Lächeln in ihr Gesicht.	None	None	0	0
"Darunter arbeitete sich das Cocktailkleid
Zentimeter für Zentimeter an ihren Schenkeln empor."	None	None	0	0
"Für eine Sekunde stießen die Kanten von Rock und Strümpfen aneinander, lag tiefes Schwarz an
transparentem Schwarz, dann schimmerte ein schmaler Streifen weißer Haut auf."	None	None	0	0
Sein Herz, sein Herz, ja, der große Sassen fühlte sein Herz.	None	None	0	0
Etwas Unbekanntes schüttelte ihn, ein Grollen machte ihn schauern, brachte den Rotwein, den er soeben an den Mund geführt hatte, in Wallung, ließ ihn über den beengenden Glasrand hinausschwappen.	None	None	0	0
Sassen spürte das Weiße in seinen Augen, ein Balken, ein weißer Balken brannte in seinen Pupillen.	None	None	0	0
"Verzerrte Bilder überschlugen sich in seinem Hirn, tanzten an der Innenwand seines Schädels den Tango
mortale."	None	None	0	0
Der Findlingskopf drohte aus seiner fragilen Lage herabzustürzen.	None	None	0	0
Nona erhob sich, und mit dem weißen Balken erlosch das Beben.	None	None	0	0
» Kellner, einen Salzstreuer, bitte!	None	None	0	0
"«
In Sassens Gesicht war es still geworden wie auf einer verödeten Leinwand."	None	None	0	0
Einzig hinter den weit geöffneten Augen glomm eine machtlose Glut.	None	None	0	0
 zögerte einen Moment, bevor sie sich über ihn beugte.	None	None	0	0
Die Signatur eines bedeutenden Lebens.	None	None	0	0
"Ihre Schritte entfernten sich
lautlos über den dunklen Läufer."	None	None	0	0
Und noch desselben Tages empfing eine respektvoll erschütterte Welt die Nachricht von Sassens Tode.	None	None	0	0
In einem Nachen, mitten auf dem See, sitzen ein Mann und eine Frau	Natürlich-Kulturell	natürlich	6	1
Die Nacht ist still und warm, recht geeignet für das träumerische Liebesabenteuer	Harmonisch-Disharmonisch	harmonisch	7	1
Der dunkle Berg liegt wie ein Riese im glänzenden Wasser	Natürlich-Kulturell	natürlich	6	0
Am Ufer liegt ein Schloss oder Landhaus mit einem erhellten Fenster	Natürlich-Kulturell	kulturell	4	0
Das Wasser ist die Freundin des Mondes, es hat ihn zu sich herabgezogen, und nun küssen sich das Wasser und der Mond wie Freund und Freundin	Harmonisch-Disharmonisch	harmonisch	7	1
Das Wasser ist die Freundin des Mondes, es hat ihn zu sich herabgezogen, und nun küssen sich das Wasser und der Mond wie Freund und Freundin	Natürlich-Kulturell	natürlich	6	0
Herrlich ist es, wie der Mond dem Liebenden gleicht, ertrunken in Genüssen, und wie das Wasser der glücklichen Geliebten gleicht, umhalsend und umarmend den königlichen Liebsten	Harmonisch-Disharmonisch	harmonisch	7	0
"Der Nachen

Ich glaube, ich habe diese Szene schon geschrieben, aber ich will sie noch einmal schreiben."	None	None	0	0
Hoch oben am dunklen Himmel steht der Mond.	None	None	0	0
Ist der Mann im Nachen ein Entführer.	None	None	0	0
Ist die Frau die glückliche, bezauberte Verführte.	None	None	0	0
Das wissen wir nicht; wir sehen nur, wie sie beide sich küssen.	None	None	0	0
Kein Laut, kein Ton.	None	None	0	0
Alles ist in ein schwarzes, süßes Schweigen gehüllt.	None	None	0	0
Die Sterne zittern hoch oben am Himmel und auch von tief unten aus dem Himmel herauf, der im Wasserspiegel liegt.	None	None	0	0
Der schöne Mond ist in das Wasser gesunken wie ein junger kühner Fürst in eine Flut von Gefahren.	None	None	0	0
Er spiegelt sich im Wasser, wie ein schönes liebevolles Herz sich in einem andern liebesdurstigen Herzen widerspiegelt.	None	None	0	0
Mann und Frau im Boot sind ganz still.	None	None	0	0
Ein langer Kuss hält sie gefangen.	None	None	0	0
Die Ruder liegen lässig auf dem Wasser.	None	None	0	0
Werden sie glücklich werden, die zwei, die da im Nachen sind, die zwei, die sich küssen, die zwei, die der Mond bescheint, die zwei, die sich lieben?	None	None	0	0
Ihr Affentum, meine Herren, soferne Sie etwas Derartiges hinter sich haben, kann Ihnen nicht ferner sein als mir das meine	Natürlich-Kulturell	kulturell	4	0
Das erste, was ich lernte, war: den Handschlag geben	Natürlich-Kulturell	natürlich	6	0
auf welcher ein gewesener Affe in die Menschenwelt eingedrungen ist und sich dort festgesetzt hat	Natürlich-Kulturell	kulturell	4	0
und meine Stellung auf allen großen Varietébühnen der zivilisierten Welt sich nicht bis zur Unerschütterlichkeit gefestigt hätte	Natürlich-Kulturell	kulturell	4	1
Ich kann natürlich das damals affenmäßig Gefühlte heute nur mit Menschenworten nachzeichnen	Natürlich-Kulturell	kulturell	4	0
das damals affenmäßig Gefühlte	Natürlich-Kulturell	natürlich	6	0
›Auch das ist Menschenfreiheit‹, dachte ich ›selbstherrliche Bewegung.‹ Du Verspottung der heiligen Natur	Natürlich-Kulturell	kulturell	4	0
daß in meinem Fell Flöhe gedeihen	Natürlich-Kulturell	natürlich	6	0
sprachen kaum, sondern gurrten einander nur zu; rauchten, auf Kisten ausgestreckt, die Pfeife; schlugen sich aufs Knie, sobald ich die geringste Bewegung machte	Tief-Oberflächlich	oberflächlich	8	1
Mit meinen heutigen Zähnen muß ich schon beim gewöhnlichen Nüsseknacken vorsichtig sein	Natürlich-Kulturell	kulturell	4	0
damals aber hätte es mir wohl im Lauf der Zeit gelingen müssen, das Türschloß durchzubeißen	Natürlich-Kulturell	natürlich	6	0
Ich rechnete nicht so menschlich	Natürlich-Kulturell	natürlich	6	0
vielleicht war ein Fest, ein Grammophon spielte, ein Offizier erging sich zwischen den Leuten	Natürlich-Kulturell	kulturell	4	0
so daß mein erster Lehrer selbst davon fast äffisch wurde	Natürlich-Kulturell	natürlich	6	0
"Durch eine Anstrengung, die 

sich bisher auf der Erde nicht wiederholt hat, habe ich die Durchschnittsbildung eines Europäers erreicht"	Natürlich-Kulturell	kulturell	4	0
Die Hände in den Hosentaschen, die Weinflasche auf dem Tisch, liege ich halb, halb sitze ich im Schaukelstuhl und schaue aus dem Fenster	Natürlich-Kulturell	kulturell	4	0
Kommt Besuch, empfange ich ihn, wie es sich gebührt	Natürlich-Kulturell	kulturell	4	0
Komme ich spät nachts von Banketten, aus wissenschaftlichen Gesellschaften, aus gemütlichem Beisammensein nach Hause	Natürlich-Kulturell	kulturell	4	1
sie hat nämlich den Irrsinn des verwirrten dressierten Tieres im Blick	Natürlich-Kulturell	natürlich	6	0
"Ein Bericht für eine Akademie
Hohe Herren von der Akademie!"	None	None	0	0
Sie erweisen mir die Ehre, mich aufzufordern, der Akademie einen Bericht über mein äffisches Vorleben einzureichen.	None	None	0	0
In diesem Sinne kann ich leider der Aufforderung nicht nachkommen.	None	None	0	0
Nahezu fünf Jahre trennen mich vom Affentum, eine Zeit, kurz vielleicht am Kalender gemessen, unendlich lang aber durchzugaloppieren, so wie ich es getan habe, streckenweise begleitet von vortrefflichen Menschen, Ratschlägen, Beifall und Orchestralmusik, aber im Grunde allein, denn alle Begleitung hielt sich, um im Bilde zu bleiben, weit von der Barriere.	None	None	0	0
Diese Leistung wäre unmöglich gewesen, wenn ich eigensinnig hätte an meinem Ursprung, an den Erinnerungen der Jugend festhalten wollen.	None	None	0	0
Gerade Verzicht auf jeden Eigensinn war das oberste Gebot, das ich mir auferlegt hatte; ich, freier Affe, fügte mich diesem Joch.	None	None	0	0
Dadurch verschlossen sich mir aber ihrerseits die Erinnerungen immer mehr.	None	None	0	0
War mir zuerst die Rückkehr, wenn die Menschen gewollt hätten, freigestellt durch das ganze Tor, das der Himmel über der Erde bildet, wurde es gleichzeitig mit meiner vorwärtsgepeitschten Entwicklung immer niedriger und enger; wohler und eingeschlossener fühlte ich mich in der Menschenwelt, der Sturm, der mir aus meiner Vergangenheit nachblies, sänftigte sich; heute ist es nur ein Luftzug, der mir die Fersen kühlt; und das Loch in der Ferne, durch das er kommt und durch das ich einstmals kam, ist so klein geworden, daß ich, wenn überhaupt die Kräfte und der Wille hinreichen würden, um bis dorthin zurückzulaufen, das Fell vom Leib mir schinden müßte, um durchzukommen.	None	None	0	0
Offen gesprochen, so gerne ich auch Bilder wähle für diese Dinge, offen gesprochen:	None	None	0	0
An der Ferse aber kitzelt es jeden, der hier auf Erden geht: den kleinen Schimpansen wie den großen Achilles.	None	None	0	0
In eingeschränktestem Sinn aber kann ich doch vielleicht Ihre Anfrage beantworten und ich tue es sogar mit großer Freude.	None	None	0	0
; Handschlag bezeugt Offenheit; mag nun heute, wo ich auf dem Höhepunkte meiner Laufbahn stehe, zu jenem ersten Handschlag auch das offene Wort hinzukommen.	None	None	0	0
"Es wird für die Akademie nichts 

wesentlich Neues beibringen und weit hinter dem zurückbleiben, was man von mir verlangt hat und was ich beim besten Willen nicht sagen kann – immerhin, es soll die Richtlinie zeigen,"	None	None	0	0
Doch dürfte ich selbst das Geringfügige, was folgt, gewiß nicht sagen, wenn ich meiner nicht völlig sicher wäre	None	None	0	0
":
Ich stamme von der Goldküste."	None	None	0	0
Darüber, wie ich eingefangen wurde, bin ich auf fremde Berichte angewiesen.	None	None	0	0
Eine Jagdexpedition der Firma Hagenbeck – mit dem Führer habe ich übrigens seither schon manche gute Flasche Rotwein geleert – lag im Ufergebüsch auf dem Anstand, als ich am Abend inmitten eines Rudels zur Tränke lief.	None	None	0	0
Man schoß; ich war der einzige, der getroffen wurde; ich bekam zwei Schüsse.	None	None	0	0
Einen in die Wange; der war leicht; hinterließ aber eine große ausrasierte rote Narbe, die mir den widerlichen, ganz und gar unzutreffenden, förmlich von einem Affen erfundenen Namen Rotpeter eingetragen hat, so als unterschiede ich mich von dem unlängst krepierten, hie und da bekannten, dressierten Affentier Peter nur durch den roten Fleck auf der Wange.	None	None	0	0
Dies nebenbei.	None	None	0	0
Der zweite Schuß traf mich unterhalb der Hüfte.	None	None	0	0
Er war schwer, er hat es verschuldet, daß ich noch heute ein wenig hinke.	None	None	0	0
Letzthin las ich in einem Aufsatz irgendeines der zehntausend Windhunde, die sich in den Zeitungen über mich auslassen: meine Affennatur sei noch nicht ganz unterdrückt; Beweis dessen sei, daß ich, wenn Besucher kommen, mit Vorliebe die Hosen ausziehe, um die Einlaufstelle des Schusses zu zeigen.	None	None	0	0
Dem Kerl sollte jedes Fingerchen seiner schreibenden Hand einzeln weggeknallt werden.	None	None	0	0
Ich, ich darf meine Hosen ausziehen, vor wem es mir beliebt; man wird dort nichts finden als einen wohlgepflegten Pelz und die Narbe nach einem – wählen wir hier zu einem bestimmten Zwecke ein bestimmtes Wort, das aber nicht mißverstanden werden wolle – die Narbe nach einem frevelhaften Schuß.	None	None	0	0
Alles liegt offen zutage; nichts ist zu verbergen; kommt es auf Wahrheit an, wirft jeder Großgesinnte die allerfeinsten Manieren ab.	None	None	0	0
"Würde dagegen jener Schreiber die Hosen ausziehen, wenn Besuch kommt, so hätte dies allerdings ein anderes Ansehen, und ich will es als Zeichen der 

Vernunft gelten lassen, daß er es nicht tut."	None	None	0	0
Aber dann mag er mir auch mit seinem Zartsinn vom Halse bleiben!	None	None	0	0
Nach jenen Schüssen erwachte ich – und hier beginnt allmählich meine eigene Erinnerung – in einem Käfig im Zwischendeck des Hagenbeckschen Dampfers.	None	None	0	0
Es war kein vierwandiger Gitterkäfig; vielmehr waren nur drei Wände an einer Kiste festgemacht; die Kiste also bildete die vierte Wand.	None	None	0	0
Das Ganze war zu niedrig zum Aufrechtstehen und zu schmal zum Niedersitzen.	None	None	0	0
Ich hockte deshalb mit eingebogenen, ewig zitternden Knien, und zwar, da ich zunächst wahr scheinlich niemanden sehen und immer nur im Dunkel sein wollte, zur Kiste gewendet, während sich mir hinten die Gitterstäbe ins Fleisch einschnitten.	None	None	0	0
Man hält eine solche Verwahrung wilder Tiere in der allerersten Zeit für vorteilhaft, und ich kann heute nach meiner Erfahrung nicht leugnen, daß dies im menschlichen Sinn tatsächlich der Fall ist.	None	None	0	0
Daran dachte ich aber damals nicht.	None	None	0	0
Ich war zum erstenmal in meinem Leben ohne Ausweg; zumindest geradeaus ging es nicht; geradeaus vor mir war die Kiste, Brett fest an Brett gefügt.	None	None	0	0
Zwar war zwischen den Brettern eine durchlaufende Lücke, die ich, als ich sie zuerst entdeckte, mit dem glückseligen Heulen des Unverstandes begrüßte, aber diese Lücke reichte bei weitem nicht einmal zum Durchstecken des Schwanzes aus und war mit aller Affenkraft nicht zu verbreitern.	None	None	0	0
Ich soll, wie man mir später sagte, ungewöhnlich wenig Lärm gemacht haben, woraus man schloß, daß ich entweder bald eingehen müsse oder daß ich, falls es mir gelingt, die erste kritische Zeit zu überleben, sehr dressurfähig sein werde.	None	None	0	0
Ich überlebte diese Zeit.	None	None	0	0
Dumpfes Schluchzen, schmerzhaftes Flöhesuchen, müdes Lecken einer Kokosnuß, Beklopfen der Kistenwand mit dem Schädel, Zungenblecken, wenn mir jemand nahekam – das waren die ersten Beschäftigungen in dem neuen Leben.	None	None	0	0
In alledem aber doch nur das eine Gefühl: kein Ausweg.	None	None	0	0
 heute nur mit Menschenworten nachzeichnen und verzeichne es infolgedessen, aber wenn ich auch die alte Affenwahrheit nicht mehr erreichen kann, wenigstens in der Richtung meiner Schilderung liegt sie, daran ist kein Zweifel.	None	None	0	0
Ich hatte doch so viele Auswege bisher gehabt und nun keinen mehr.	None	None	0	0
Ich war festgerannt.	None	None	0	0
"Hätte man mich angenagelt, meine 

Freizügigkeit wäre dadurch nicht kleiner geworden."	None	None	0	0
Warum das?	None	None	0	0
Kratz dir das Fleisch zwischen den Fußzehen auf, du wirst den Grund nicht finden.	None	None	0	0
Drück dich hinten gegen die Gitterstange, bis sie dich fast zweiteilt, du wirst den Grund nicht finden.	None	None	0	0
Ich hatte keinen Ausweg, mußte mir ihn aber verschaffen, denn ohne ihn konnte ich nicht leben.	None	None	0	0
Immer an dieser Kistenwand – ich wäre unweigerlich verreckt.	None	None	0	0
Aber Affen gehören bei Hagenbeck an die Kistenwand – nun, so hörte ich auf, Affe zu sein.	None	None	0	0
Ein klarer, schöner Gedankengang, den ich irgendwie mit dem Bauch ausgeheckt haben muß, denn Affen denken mit dem Bauch.	None	None	0	0
Ich habe Angst, daß man nicht genau versteht, was ich unter Ausweg verstehe.	None	None	0	0
Ich gebrauche das Wort in seinem gewöhnlichsten und vollsten Sinn.	None	None	0	0
Ich sage absichtlich nicht Freiheit.	None	None	0	0
Ich meine nicht dieses große Gefühl der Freiheit nach allen Seiten.	None	None	0	0
Als Affe kannte ich es vielleicht und ich habe Menschen kennengelernt, die sich danach sehnen.	None	None	0	0
Was mich aber anlangt, verlangte ich Freiheit weder damals noch heute.	None	None	0	0
Nebenbei: mit Freiheit betrügt man sich unter Menschen allzuoft.	None	None	0	0
Und so wie die Freiheit zu den erhabensten Gefühlen zählt, so auch die entsprechende Täuschung zu den erhabensten.	None	None	0	0
Oft habe ich in den Varietés vor meinem Auftreten irgendein Künstlerpaar oben an der Decke an Trapezen hantieren sehen.	None	None	0	0
Sie schwangen sich, sie schaukelten, sie sprangen, sie schwebten einander in die Arme, einer trug den anderen an den Haaren mit dem Gebiß.	None	None	0	0
Kein Bau würde standhalten vor dem Gelächter des Affentums bei diesem Anblick.	None	None	0	0
Nein, Freiheit wollte ich nicht.	None	None	0	0
Nur einen Ausweg; rechts, links, wohin immer; ich stellte keine anderen Forderungen; sollte der Ausweg auch nur eine Täuschung sein; die Forderung war klein, die Täuschung würde nicht größer sein.	None	None	0	0
Weiterkommen, weiterkommen!	None	None	0	0
Nur nicht mit aufgehobenen Armen stillestehen, angedrückt an eine Kistenwand.	None	None	0	0
Heute sehe ich klar: ohne größte innere Ruhe hätte ich nie entkommen können.	None	None	0	0
Und tatsächlich verdanke ich vielleicht alles, was ich geworden bin, der Ruhe, die mich nach den ersten Tagen dort im Schiff überkam.	None	None	0	0
Die Ruhe wiederum aber verdanke ich wohl den Leuten vom Schiff.	None	None	0	0
Es sind gute Menschen, trotz allem.	None	None	0	0
"Gerne erinnere ich mich noch 

heute an den Klang ihrer schweren Schritte, der damals in meinem Halbschlaf widerhallte."	None	None	0	0
Sie hatten die Gewohnheit, alles äußerst langsam in Angriff zu nehmen.	None	None	0	0
Wollte sich einer die Augen reiben so hob er die Hand wie ein Hängegewicht.	None	None	0	0
Ihre Scherze waren grob, aber herzlich.	None	None	0	0
Ihr Lachen war immer mit einem gefährlich klingenden aber nichts bedeutenden Husten gemischt.	None	None	0	0
Immer hatten sie im Mund etwas zum Ausspeien und wohin sie ausspien war ihnen gleichgültig.	None	None	0	0
Immer klagten sie, daß meine Flöhe auf sie überspringen; aber doch waren sie mir deshalb niemals ernstlich böse; sie wußten eben,	None	None	0	0
 und daß Flöhe Springer sind; damit fanden sie sich ab.	None	None	0	0
Wenn sie dienstfrei waren, setzten sich manchmal einige im Halbkreis um mich nieder;	None	None	0	0
; und hie und da nahm einer einen Stecken und kitzelte mich dort, wo es mir angenehm war.	None	None	0	0
Sollte ich heute eingeladen werden, eine Fahrt auf diesem Schiffe mitzumachen, ich würde die Einladung gewiß ablehnen, aber ebenso gewiß ist, daß es nicht nur häßliche Erinnerungen sind, denen ich dort im Zwischendeck nachhängen könnte.	None	None	0	0
Die Ruhe, die ich mir im Kreise dieser Leute erwarb, hielt mich vor allem von jedem Fluchtversuch ab.	None	None	0	0
Von heute aus gesehen scheint es mir, als hätte ich zumindest geahnt, daß ich einen Ausweg finden müsse, wenn ich leben wolle, daß dieser Ausweg aber nicht durch Flucht zu erreichen sei.	None	None	0	0
Ich weiß nicht mehr, ob Flucht möglich war, aber ich glaube es; einem Affen sollte Flucht immer möglich sein.	None	None	0	0
Ich tat es nicht.	None	None	0	0
Was wäre damit auch gewonnen gewesen?	None	None	0	0
Man hätte mich, kaum war der Kopf hinausgesteckt, wieder eingefangen und in einen noch schlimmeren Käfig gesperrt; oder ich hätte mich unbemerkt zu anderen Tieren, etwa zu den Riesenschlangen mir gegenüber flüchten können und mich in ihren Umarmungen ausgehaucht; oder es wäre mir gar gelungen, mich bis aufs Deck zu stehlen und über Bord zu springen, dann hätte ich ein Weilchen auf dem Weltmeer geschaukelt und wäre ersoffen.	None	None	0	0
Verzweiflungstaten.	None	None	0	0
, aber unter dem Einfluß meiner Umgebung verhielt ich mich so, wie wenn ich gerechnet hätte.	None	None	0	0
Ich rechnete nicht, wohl aber beobachtete ich in aller Ruhe.	None	None	0	0
Ich sah diese Menschen auf und ab gehen, immer die gleichen Gesichter, die gleichen Bewegungen, oft schien es mir, als wäre es nur einer.	None	None	0	0
Dieser Mensch oder diese Menschen gingen also unbehelligt.	None	None	0	0
Ein hohes Ziel dämmerte mir auf.	None	None	0	0
Niemand versprach mir, daß, wenn ich so wie sie werden würde, das Gitter aufgezogen werde.	None	None	0	0
Solche Versprechungen für scheinbar unmögliche Erfüllungen werden nicht gegeben.	None	None	0	0
Löst man aber die Erfüllungen ein, erscheinen nachträglich auch die Versprechungen genau dort, wo man sie früher vergeblich gesucht hat.	None	None	0	0
Nun war an diesen Menschen an sich nichts, was mich sehr verlockte.	None	None	0	0
Wäre ich ein Anhänger jener erwähnten Freiheit, ich hätte gewiß das Weltmeer dem Ausweg vorgezogen, der sich mir im trüben Blick dieser Menschen zeigte.	None	None	0	0
Jedenfalls aber beobachtete ich sie schon lange vorher, ehe ich an solche Dinge dachte, ja die angehäuften Beobachtungen drängten mich erst in die bestimmte Richtung.	None	None	0	0
Es war so leicht, die Leute nachzuahmen.	None	None	0	0
Spucken konnte ich schon in den ersten Tagen.	None	None	0	0
Wir spuckten einander dann gegenseitig ins Gesicht; der Unterschied war nur, daß ich mein Gesicht nachher reinleckte, sie ihres nicht.	None	None	0	0
Die Pfeife rauchte ich bald wie ein Alter; drückte ich dann auch noch den Daumen in den Pfeifenkopf, jauchzte das ganze Zwischendeck; nur den Unterschied zwischen der leeren und der gestopften Pfeife verstand ich lange nicht.	None	None	0	0
Die meiste Mühe machte mir die Schnapsflasche.	None	None	0	0
Der Geruch peinigte mich; ich zwang mich mit allen Kräften; aber es vergingen Wochen, ehe ich mich überwand.	None	None	0	0
Diese inneren Kämpfe nahmen die Leute merkwürdigerweise ernster als irgend etwas sonst an mir.	None	None	0	0
Ich unterscheide die Leute auch in meiner Erinnerung nicht, aber da war einer, der kam immer wieder, allein oder mit Kameraden, bei Tag, bei Nacht, zu den verschiedensten Stunden; stellte sich mit der Flasche vor mich hin und gab mir Unterricht.	None	None	0	0
Er begriff mich nicht, er wollte das Rätsel meines Seins lösen.	None	None	0	0
"Er entkorkte langsam die Flasche und blickte mich dann an, um zu prüfen, ob ich verstanden habe; ich gestehe, ich sah ihm immer mit wilder, mit überstürzter Aufmerksamkeit zu; einen solchen Menschenschüler findet kein Menschenlehrer auf dem ganzen Erdenrund; nachdem die Flasche entkorkt war, hob er sie zum Mund; ich mit meinen Blicken ihm nach bis in die Gurgel; er nickte, zufrieden 

mit mir, und setzt die Flasche an die Lippen; ich, entzückt von allmählicher Erkenntnis, kratze mich quietschend der Länge und Breite nach, wo es sich trifft; er freut sich, setzt die Flasche an und macht einen Schluck; ich, ungeduldig und verzweifelt, ihm nachzueifern, verunreinige mich in meinem Käfig, was wieder ihm große Genugtuung macht; und nun weit die Flasche von sich streckend und im Schwung sie wieder hinaufführend, trinkt er sie, übertrieben lehrhaft zurückgebeugt, mit einem Zuge leer."	None	None	0	0
Ich, ermattet von allzu großem Verlangen, kann nicht mehr folgen und hänge schwach am Gitter, während er den theoretischen Unterricht damit beendet, daß er sich den Bauch streicht und grinst.	None	None	0	0
Nun erst beginnt die praktische Übung.	None	None	0	0
Bin ich nicht schon allzu erschöpft durch das Theoretische?	None	None	0	0
Wohl, allzu erschöpft.	None	None	0	0
Das gehört zu meinem Schicksal.	None	None	0	0
Trotzdem greife ich, so gut ich kann, nach der hingereichten Flasche; entkorke sie zitternd; mit dem Gelingen stellen sich allmählich neue Kräfte ein; ich hebe die Flasche, vom Original schon kaum zu unterscheiden; setze sie an und – und werfe sie mit Abscheu, mit Abscheu, trotzdem sie leer ist und nur noch der Geruch sie füllt, werfe sie mit Abscheu auf den Boden.	None	None	0	0
Zur Trauer meines Lehrers, zur größeren Trauer meiner selbst; weder ihn noch mich versöhne ich dadurch, daß ich auch nach dem Wegwerfen der Flasche nicht vergesse, ausgezeichnet meinen Bauch zu streichen und dabei zu grinsen.	None	None	0	0
Allzuoft nur verlief so der Unterricht.	None	None	0	0
Und zur Ehre meines Lehrers: er war mir nicht böse; wohl hielt er mir manchmal die brennende Pfeife ans Fell, bis es irgendwo, wo ich nur schwer hinreichte, zu glimmen anfing, aber dann löschte er es selbst wieder mit seiner riesigen guten Hand; er war mir nicht böse, er sah ein, daß wir auf der gleichen Seite gegen die Affennatur kämpften und daß ich den schwereren Teil hatte.	None	None	0	0
Was für ein Sieg dann allerdings für ihn wie für mich, als ich eines Abends vor großem Zuschauerkreis –	None	None	0	0
" – als ich an diesem Abend, gerade unbeachtet, eine vor meinem Käfig versehentlich stehengelassene Schnapsflasche ergriff, unter steigender Aufmerksamkeit der Gesellschaft sie schulgerecht entkorkte, an den Mund setzte und ohne Zögern, ohne Mundverziehen, als Trinker vom Fach, mit rund gewälzten Augen, schwappender Kehle, wirklich und wahrhaftig leer trank; nicht mehr als 

Verzweifelter, sondern als Künstler die Flasche hinwarf; zwar vergaß den Bauch zu streichen; dafür aber, weil ich nicht anders konnte, weil es mich drängte, weil mir die Sinne rauschten, kurz und gut »Hallo!« ausrief, in Menschenlaut ausbrach, mit diesem Ruf in die Menschengemeinschaft sprang und ihr Echo: »Hört nur, er spricht!« wie einen Kuß auf meinem ganzen schweißtriefenden Körper fühlte."	None	None	0	0
Ich wiederhole: es verlockte mich nicht, die Menschen nachzuahmen; ich ahmte nach, weil ich einen Ausweg suchte, aus keinem anderen Grund.	None	None	0	0
Auch war mit jenem Sieg noch wenig getan.	None	None	0	0
Die Stimme versagte mir sofort wieder; stellte sich erst nach Monaten ein; der Widerwille gegen die Schnapsflasche kam sogar noch verstärkter.	None	None	0	0
Aber meine Richtung allerdings war mir ein für allemal gegeben.	None	None	0	0
Als ich in Hamburg dem ersten Dresseur übergeben wurde, erkannte ich bald die zwei Möglichkeiten, die mir offenstanden: Zoologischer Garten oder Varieté.	None	None	0	0
Ich zögerte nicht.	None	None	0	0
Ich sagte mir: setze alle Kraft an, um ins Varieté zu kommen; das ist der Ausweg; Zoologischer Garten ist nur ein neuer Gitterkäfig; kommst du in ihn, bist du verloren.	None	None	0	0
Und ich lernte, meine Herren.	None	None	0	0
Ach, man lernt, wenn man muß; man lernt, wenn man einen Ausweg will; man lernt rücksichtslos.	None	None	0	0
Man beaufsichtigt sich selbst mit der Peitsche; man zerfleischt sich beim geringsten Widerstand.	None	None	0	0
Die Affennatur raste, sich überkugelnd, aus mir hinaus und weg,	None	None	0	0
, bald den Unterricht aufgeben und in eine Heilanstalt gebracht werden mußte.	None	None	0	0
Glücklicherweise kam er bald wieder hervor.	None	None	0	0
Aber ich verbrauchte viele Lehrer, ja sogar einige Lehrer gleichzeitig.	None	None	0	0
Als ich meiner Fähigkeiten schon sicherer geworden war, die Öffentlichkeit meinen Fortschritten folgte, meine Zukunft zu leuchten begann, nahm ich selbst Lehrer auf, ließ sie in fünf aufeinanderfolgenden Zimmern niedersetzen und lernte bei allen zugleich, indem ich ununterbrochen aus einem Zimmer ins andere sprang.	None	None	0	0
Diese Fortschritte!	None	None	0	0
Dieses Eindringen der Wissensstrahlen von allen Seiten ins erwachende Hirn!	None	None	0	0
Ich leugne nicht: es beglückte mich. Ich gestehe aber auch ein: ich überschätzte es nicht, schon damals nicht, wieviel weniger heute.	None	None	0	0
Das wäre an sich vielleicht gar nichts, ist aber insofern doch etwas, als es mir aus dem Käfig half und mir diesen besonderen Ausweg, diesen Menschenausweg verschaffte.	None	None	0	0
Es gibt eine ausgezeichnete deutsche Redensart: sich in die Büsche schlagen; das habe ich getan, ich habe mich in die Büsche geschlagen.	None	None	0	0
Ich hatte keinen anderen Weg, immer vorausgesetzt, daß nicht die Freiheit zu wählen war.	None	None	0	0
Überblicke ich meine Entwicklung und ihr bisheriges Ziel, so klage ich weder, noch bin ich zufrieden.	None	None	0	0
Mein Impresario sitzt im Vorzimmer; läute ich, kommt er und hört, was ich zu sagen habe.	None	None	0	0
Am Abend ist fast immer Vorstellung, und ich habe wohl kaum mehr zu steigernde Erfolge.	None	None	0	0
, erwartet mich eine kleine halbdressierte Schimpansin und ich lasse es mir nach Affenart bei ihr wohlgehen.	None	None	0	0
Bei Tag will ich sie nicht sehen;	None	None	0	0
; das erkenne nur ich, und ich kann es nicht ertragen.	None	None	0	0
Im ganzen habe ich jedenfalls erreicht, was ich erreichen wollte.	None	None	0	0
